"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2023-08-11","22:44:08","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735934428360|20230728201701|15.00||HER1+HusE+RhoOTjnxsdYWb123GwZBNx/1a9apT3bXx6ym7u9SGTW4YyMlC69NvO7ITQftGSgtCxEeMSCnKxkk1IG7peSDxw7kwyhrzTKGOp8AHpckXX8bCabf4V8Dj5/RlifztRfiEhdNiAMejmeX0PEMaO1K5qbZERArBVrFrk1yL8M84pEq0OY+n4VfLHlbq+NbeVCaArkMOi29k2LP/8uwD1hJ9o1zxmZ2incQpoySyXgPVaBnpsSxAKWsMgLE5yLnFkvpAchpIVe9H9QMdNthAoRRbh87Bn4fWWt0/l1a4toloy5IXUV3bQqG/pzzcNrANne6Wf2qzBKJjNVg==","","0","2023-08-12","01:44:08","{""ec"":""L""}"
"2023-08-11","22:44:15","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735921805080|20230728201628|1.40||Ol+61klTHbbbfOt4ACwiivo2vzW+2QTJ9pZoNaJPQ2mKaD+0u19yNJ3SFGIPM8ylhckv5NDF3/XdwDqCV848BDMQU7fL/7Q+cK14f8g+SzauP6Boa5jXBlijMbev8GOaaxxhG0oN5dZn+4FUFIeahy/a3/37tDfgzf82Ypu5YN956GMOENvj+zbKL1yoSAr2mLJyhqX1G52KEAnHbKvKvHCTgsGvjl69Xy+3C4WWf3xOPj0P9rhXdcmXvZ9zQ73t9yc0XCoefIyBelYECm15KEDV9FBgTG+BP2XH/ZxsRcJMI4EE1Ix7hcZ9Gc5ccX9mJ2cnwxlv7O0M86k6jAtCXg==","","0","2023-08-12","01:44:15","{""ec"":""L""}"
"2023-08-11","22:44:21","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735913271179|20230728201110|20.05||59TkuG/DJsYaPr+un74/I8rxM5YBta54fjLWLDa1i0PZANVLsE5lTV9KtBKFQlzdXJp1iysTBojpJAOYZqx+kq/pGOcUf9B1E4HLnd+ZViRBVnQygQmUkwMUrYURStPPTZ1XNpwi25FkWEZNgk7xdEbQzqK8EZkwH91bATQL+LKrSKpXSIqiYjDzU7W2Ksj9nUk1LUPFTLhFvyPuOBs8lv0h3W1okkeylTGSdbuYpm3RfHfy0BylkJEgmR/P7+EdFwnPNtip7NDyNUPnWO5sPuyMzSBXiPFR+GgdI8nWhIuFtuO14Vhg7PVXVOSVii++blZMn0ZQsH9MuTLSub2NBw==","","0","2023-08-12","01:44:21",""
"2023-08-11","22:44:25","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735909384630|20230728200807|50.77||J38D0fXxZlyTLB8OVN7WRxHGY35BjrhfDgUXQy6v4fgcH6klCkEmCrkz9m1jkGZUFbnwIgk8K5U4LSus+zGZ1+1zQuIMEIvTrZDkLBwuaJPOuLCxxCju6KLopUFW+AEQ9lNSIwVniUamHuCKx+hmDchAeuz37XQEuPMZzRWTovuq8mJfRSi3VO09Ou8SU+eeUReaDYEbDGaARTehH2YNiHIw1D9RsuQfFxeSuvkVSHkN320nJj1zt147o2E3BavUwT+PGvZY/pCDZ4WVpaEGOGVpXDaVPSSl+7uhT21paHC8yqR4RVn+obM/XTQKTxUXQ/oRxn8aGwkSlDyFq9QEog==","","0","2023-08-12","01:44:25",""
"2023-08-11","22:44:30","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735885037308|20230728200301|60.00||as3+5yfQgOAQLaxuGK7VjrVvpFQBukRU7RHDIh4ivlYS9Vz2cE1yd4tAP+LtMCd6zaWuhftNJXJxYW3lx8Lp6hWynavIarKK16AGXy8M7m/oU4E+Ublfs2yjZyjwwimqnn0gTQfKB2HF/NSbOV0K3thBbaKrXviI4aGCl6oTzAIh+rnCHkRfDDAZ8zDt+PhP8l/810irIAbuP1W88Sto14OJcytZpocaCsDAkcJQRWnxyg+hJE0VpVSErRBhfwzp/TMpWX3ez7Va8LSF/sEHsDcrXPCE0FJQ8kcyE6X5wCvIQT/JOxOMZGnkAYQMdh9KPpBlUrMfAM+78kA9NhLQcQ==","","0","2023-08-12","01:44:30","{""ec"":""L""}"
"2023-08-11","22:44:40","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735833757636|20230728195515|71.04||oaPO4H53xMkEwu5u0rz9ChD26v2iQt66XAMTPHHtbzrj+X/YfYtwlrT5mfRQGDzSKVgc1CsG1ZCAMb9Cg14kqY2ZE2iX8D70yHHoOynUH8lb7C3COOdpeNXkUBIPllXwW9aWnH03EX/ZmKwqYopaiF02Q9Whl/AWAdXO33mDOImWRUsh8VwinSozEH1YKQw/qQjY1/Cjr1nIrR1FMwogNKCTQpgzmSSV/+WmtXSIiVRi5MtfDTX7HDMUGzxKv0VWIK5glmkE9dKZWpy5P6O3uJ5WoQYwqDOTBctZxMq2kxTzSR4/ACN96tHzXZ1RvDn08R22iJj4fXJsQ8tHXFtn/A==","","0","2023-08-12","01:44:40",""
"2023-08-11","22:44:45","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735816267308|20230728194909|18.00||op/js1SlMwPwmClZoly3UHe/3QVRrSZG7EpHaidkpx9JABebXks5KfNfPwNiMwezGNaHMgIoGi5Q7eFft/opQFtJAJC9DtX5bmousMvr1GjTyTF9u9G0PDVUx6XYqicY75v2Ye/XWv8BSVJ2ZBc51K2twDFvIYROlZCnBerdIgMyegypovPcA8H9eW5OodfTfm8jpNZGSuSaVDuHBgoSH/6J+PSrXqLWYpB9SQzgNFyznEBTL6m+UIRoZAvmjWMaOFXxTMM1ujMoW1CiIX7yMJ3Vu8RHNmBIuKcWospEHoInnaDf8dNBLGLYbVH1tEs/PQZ7EGC6tYp93uFO8qX2lQ==","","0","2023-08-12","01:44:45",""
"2023-08-11","22:44:52","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735772193720|20230728193548|60.01||r19fKQVmyW2XZPOzOAZBNZhefxnzol6SQjOLHbNuAkgDVeNwb4G6HWn4cKWS9t/bLhSd96tr3EY9kjMHCk6sHmL+EZxYpEtsDadFeYMKZZUWkooC12GIBStZufH4dg6ztan6zm0qxQvaOp6T+QoLihgJ1f13eLhRXaYDg9HULRU54+N1DCYfSfc3pa1UaV65nwxCCB7Qey5qhi2zBGpMngBLhoUMmnt/nMgYiMuoHK1xf4cftNaNzd/pLOkqRE5Rq3k3Aid8lCBWrNxf570togKgOSU/Me1EU393IuCV4N5eTjfRxuJ13qYZ9V7alYjy69H4B1XbjzIl6qNvzUoBCA==","","0","2023-08-12","01:44:52","{""ec"":""L""}"
"2023-08-11","22:44:57","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735722757700|20230728192840|20.00||wViJGHq/dysAqtrGHzT3UFJ2n3WYtRDw4e0EWhqc0HtzAgX1Epv1rliShZW6ItV7Vu5fK0aZ0/KlMzMtZK8sYNsvN+yC+vskgQadQ8YmvhEZhBup6WpGcq3fZZvk5cIdnw1CQowFka8OM64+Ec+qmAT6u2ajxBBeuHx/mr5/o9yXPZx+tRzKiT5r8T8hNODccVMXSs/hb5KOwYzLErwIYPNJFKrBwn6tE6J1+kgsVDmMB+POYK5JctpV6/hHnMKCVrYmXwwFGU5bv+bw8Y2iepmWQN622++ps1mx/k64AiINw97N0SqlCyImXXufuirYiIEGkVNAJEbykJdNNyU0Nw==","","0","2023-08-12","01:44:57",""
"2023-08-11","22:45:05","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735695032330|20230728192158|12.00||oZPjBIBd5SwEJJ1IArdZhD/2CxWTBsujg/21ZzGWAU3/WDQPp8vlMdf+yb0laPAJ4sVZEj6waekMEoPGGS3Le98542neEom08cDsupynPN3Je7UzVntE82b+Ef7FTOTR/BUVRQ6+I7feEOYLxdFb/mIFXuVMmWV7CBiTYd1K37wxKYimtE11ZHSg6TOfwGddiIyXyjbrhedj7UgdVZVkMLL+EZRTGAWIMnh5CPp8Gtw3/UdQ4+OgpLTKBnjy/mBkswkNQD7nKfblMBj3WcCOH/nmW1UzmJHc7NM0xD/BdLnsmbOnlrYBF2USHylGERT268JNfVQIUqhuu3cTO7H3eA==","","0","2023-08-12","01:45:05","{""ec"":""L""}"
"2023-08-11","22:45:10","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735666908664|20230728191609|20.00||lHZhJO0dwGh5ybrjdz1INMONx7eosQXMD6R3bBBmN9vsM6tC9BbcftJHJpnOJZkWGkZod7AYJDBlhkMD2vXU2d+b0O3Qa5LO9KnlPJ5sp8pp0I9qiitA93AwrYnRD1G5vvZwUWIbp8+eajzeCpd+nUxSUH/kySctvykYFCpS90b5OxfzpWgQlw/xKWxLOyLwtHr7cfaqvtqmjB9DATlIaU4XXHFgWuAMmO+D4SYIeX9Xhk1XAvH+0HMD3wrGw7jALQsklZMaINqRdA92wHRsPVUNxyvPuAZstiDEGFNpYRG8EHS085RxbGvpTM9sGgS0tswcdLnc7G7/5UoC3St5aQ==","","0","2023-08-12","01:45:10","{""ec"":""L""}"
"2023-08-11","22:45:15","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735651970261|20230728191427|120.04||PxdveiFII7MGM5vU/Kaiybn9yTroP9jtPUBtH3E9BqBTBR5mFX+OZ12/QSKuZikCzhyIm0RWJW5oGyAHWi1M1o5vrrz0FRfbPbBJGlj9F69JP6v9wpqFJQjb/sfHQ+vCnv99uX9ZY63oRmFUPHdqbxJlIVdz7fMQ9MoVFdiSkaE19HM44DnYYjDniUegCiYcl0TWIRbQZNrDisKocBQBVPZnRe0fQWYVgRvRMehwYh2WruVYOb/l6hvnvBh46OaXxyjIvYLRpwPB5EQf6NoJGQ9W3doJ8TdC0ympWOEJsvy1W7nYBiqd8EFjX7QWOD0L2R/DRcrPT/VErf4Wkt0oSw==","","0","2023-08-12","01:45:15","{""ec"":""L""}"
"2023-08-11","22:45:21","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735611079780|20230728190937|30.00||CZXMWn8ryLn6+djQd6+mrGopx4B7917BxgwMn748D9h5SEc8V2N0rbqz38CSo9N6bXA6IutYRPBzpoJiU8vx/XpL2LHee9jYERaImvTexYyDBr6qcDjIVlCxSb9w9MBNvmgUn+i4M4O8gdV5jrAu6+DHQ26amfxLhI0Gx6cm2XEKzjWueLrlnEKqyt3ECXTXLG0Ngzwqta7gsyqr4zTXDKTfaAlIr0llb3pVZhyvLLMc0Wano8fFoAdlvRFFAt5L675aXq520+JQJWGSs+iPANowFolQKWhbqHSzeflHNWs2ZczIJvTKJi3wqY+Vf4m43cjsAt2k8FEhTU5EeKWIRw==","","0","2023-08-12","01:45:21","{""ec"":""L""}"
"2023-08-11","22:45:26","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735599667265|20230728190134|6.80||0rTevS0u1YSdKtiQ3vglKhuo+Z/j81ZKhUEdJUm7wQTupgGCcX0Y70UiOV3D5LeKLhcCWOvPpnU75VABeHjIQxud6BUXBj4juIewzAQk1aJ6PZh5/OZtVQpDeh5HJoeIx4ym+BvCUNEoY8V6hdVrqAS9Gj35TrwKY8WVB1I2Li77nfllCZ+j/01wwmlTy2Yt9DRuWkBHqLr/0C9bWYgmD9iw//cHWDWUuxqW9HMxcFfj6tGPpdsVjWFwCLcgJVBjdGQyvW6vPOZoMMAAmnnVRP18b9SPN3N4Q7Tp6ufn5CLYSxtqSgXajQFYdLQNVnEc4pNzL05hoQrKvRvfK1CP0A==","","0","2023-08-12","01:45:26",""
"2023-08-11","22:45:31","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735533589002|20230728184917|20.00||CUtbCYTi9wqwYQ4bkoTnKcGYuf1LGxvyv/9y6/ZAPAp3zNZrrHv2ou6znl1uIuMPVHzwDmXd54P7m0cJD0GLEOetJBfpYrloXVMfTknlt1pWokq9UVgp8Y6Tw8o1N07ITs+RwOnwIn1PoMbb4h80FM2wSsad8cGSvgENhsVrK2EdUlM+lM3c8HB23SAZML4LZdxURLK09b2/G8p9WHMMCAt7/YPo0Mxq5xIOyqhXXjn0dxoRv4hz0t+SZi84Jn74moYdiuowdtqEXSt1jMHY0uj9ZUNz8gV5VOz7t+uOqwnLvYSDCe0uHM3bqIlU8kisDbRiGKA8GRZ0z/d5fHROrw==","","0","2023-08-12","01:45:31","{""ec"":""L""}"
"2023-08-11","22:45:36","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735512207470|20230728184522|20.03||zmw/DQuX6YqeMpCGeM4Dfu4i8UlO/MCm//hlOmrJ7jEaKFCoFz61uRbmGXklUqCCmNYWsBFLBNNRNMxvZd3j+tokJmsx1fMjeWZan8m2UqUcMn60ur9sRQbVPPsWIIUjURJ1DREdZMoxAaSGtg3ReX8/hwlEJnT+ZhonjkARsf64FWfbK6hvZzWS0uLwP4pegoSO4SrXnWaS2XDwwoT85yxJ2BwbwTtEw6afnW5TsoUFUUwueatn7Kypq2BCDAwloxSc9RL230P+gRWQY75tL8Rbkzmn+cREifZrpe2319TcNUUImAUe390CYCrLwLiMKzhah69pomkvuQHJ1CCk4A==","","0","2023-08-12","01:45:36","{""ec"":""L""}"
"2023-08-11","22:45:41","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735504905406|20230728184324|50.11||oSjidRK15K+FxzWqc5b0LretXz0b+QTWFiZovHKkt8uffnseGNnK+8ByjqM4B8xEedh82sZBrWYYHTYOJhi1cYHCqijRV1aAZyeYwojM6xuWX2YzdCALvhwi5rqZXK96uyNTWUMvdmJbnrtVGqAGIVuj/UmQiei4kkeXrZwXMiqn0y7HYcwavdlX+EdXr78WSuHTt/XRIZZZ1Di1r7ijzVHYyC9Ruojzc/ki/8WyDNhR7H3HP4Phzuf2taMEbxAvK5Oie4A1C5gnwigBtbSvsdQjtbxyF9AnUHKw6bSENiCDM/8mbpJI5uEDG8eHXJEs1clHIXnMCxlppW3WNKPoew==","","0","2023-08-12","01:45:41","{""ec"":""L""}"
"2023-08-11","22:45:46","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735492590656|20230728184303|6.00||w6Q9gYWkt+GiKl1AmOcBRTBumjgeBNcFlApGL3Ez2V2ja7dFt4+ySyC/gSI17wdXcyhePmAZQ1VzK1yVUXzvUMmWKV51hqOcV6U2fGZ+9+9SJWzwzyqH2+4L1D79xDzDe/NQVdftvn5r/cAQjIKe+LxNwa/cm3hQHlfbZ+grxpYFSsvUMIIQiOIkAc0iMsO24uaI57fbOCJv/vnfW4LLih3wQpbADJV4aqZ8M2zqRpBoqinPW6zuX8EhXgeZByh2j84SHchNkT++gy1NbvFe+Y2/AwdPBjrpGtkwc0HAdCwGoNIotUGAxrqF+Ed/KiT0fCpbmaXGwikbWsqxuNDrdQ==","","0","2023-08-12","01:45:46",""
"2023-08-11","22:45:55","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735487631668|20230728184137|50.05||qKju5fRsnBDomxWT6W8H6AZx99thwg4aSe6RlA4gH1hNeVQWT+qmJwQtk6Cd4yi+a6m1xiWC3hhgWURsBF3MRtW5b0tt0FpYuVpXcYAvVyTGZWZVipNBXi9mW+5ONRqfNGiGbj70l2BNYJf0OEgKyc5gZJFLWocDGT/HfT+BMBd7bDXxhAMwoq73n9z93scBSC6bbjQgYwjHAt/pWGa0hew2I9bbn+j/GwutGwStuT7BNdI+/eqaP9N1SXnnOoHby4toJ2j4+paF1mKxXseBzhhHvk+Sf9ykyekulv8RQKPXn2ZDbUcUk7zsDgo9h64xF6Z2psW9SJj2ngoJqRW8pA==","","0","2023-08-12","01:45:55",""
"2023-08-11","22:46:01","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735450540472|20230728183759|20.02||QV+u+2/BXTlKOcrZmGgKWgov5eKWlN5DYrzZf+UuzVC6rlkPNelLeM+O/pTyM3IYTNuK3D1viCg3YOHHOQz5PkZbktPXi810dhNj/oXuK1h3qMsYk2m/s7zs+T0wyZFJZX6hv/7jWuvg6A0n7B4Aecov3D9NCERQ+NrHzHcajdDHpe+34OFWSrN4t2UBl08CRrVilD12j6KdZZjqPqGHFX9jn6m2Ckz/ODB1Gdo68b9u8JakxLlXAnP09T/KG/XLV9qO7cCAcKgmmPM7auKv7Wad3GDV46E5xezLYyfrQkgXB5qJBNe/DvBKW2shvOg/XkANAMwSQT2G8CQV/OtqnQ==","","0","2023-08-12","01:46:01","{""ec"":""L""}"
"2023-08-11","22:46:08","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735449150216|20230728183651|8.75||VAQmakjKOFKY1Msv3YbKhgDw6HehzxfLgWgsW/YtjrmpkxAgf8u1mk0CTE+58D0UtfFfzcZO81zkDGZxzHEjicDvqefiey4L4vRk2F19g+NTo55mq+AyUeiguYcTTYRFHMHRacVp5Q8DXcbWgV7oAyetWXEZNRoj/xNOLPHysdf0O07eDgpf9oSHSs0VzYHFVxaWyI6HOQthzkusc1F+8xGC3pgfh1I/1uMcjOCwpRhosM7sLEFlHuq1g/IlSCbAK47+MnSxvJXm7EraPMNX2RSjfDqlFW9C0RushM4RtGKJqbUVZnyf/RhbRC753CzYJ8JWBulECiTBCBhGxa6xEA==","","0","2023-08-12","01:46:08",""
"2023-08-11","22:46:13","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735410052477|20230728183348|50.00||uC63auQ/b7WenGqlpSee5mdcsIsGfzox5IlbA4TSSGcnqAQN1pb9Kk5UOTMGfsXR1YBPbd5EVXDLM7MfBRjCj0cl4t0KjbHI1FFoIz4pnWy2zoV18mgbNRCjp9emVopaBX3E/YPyb3f+IMW/Fx9Lw+36fmWAL/7wnzlrNxL7rNkugQqc8OHEfeWo5QVgtDWA21iweWXENSyg1Tyo3fw9PSLoWHvUg3INO7lgllbq1ctm7eAsHfp83EwkF9ekjcaoA8VgH5X9zyoJeqfS7wgK8N1/GADIsf7qV6Kd4/moj1ZYzsrDq6FUN3nj5JmZaP9S+PwIZ7Oe/hTLWtYcLG1z/Q==","","0","2023-08-12","01:46:13",""
"2023-08-11","22:46:19","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735404068871|20230728183228|18.50||4R8Q+jq4eV6hTQhkh5f/9TZjSFutq2RHdCJhTm5lnIiemxHBKXBGu78l2DcOC0zL7VCEUOsc0RIkkUEbg2CMNnHhPR3g3GxnbX7/XBRg07GaN3qVe7Aoz1B/O1+7t7yMRdgjcOc5FxqNwEPP/UWeo+ewvGwRtEfYWEHCwySSxOqcrWZ3n/fHo8NsN9aRa0UbGMBC5VWbsqn0Kid7bVj1DkOGBOlxIOvSBkHX1Cf4mVr3Lxr8I0rulT3dqcIF7Xcys45tfj3/OsA0tCjXf6nv10Yz0xjZf7UOrTmp8SWIKFSAGIKBqOmxAKzBRSnoFELawPc78Oggm+25aRrPrhrqTg==","","0","2023-08-12","01:46:19",""
"2023-08-11","22:46:24","Horário Padrão de Brasília","QR Code","35230717115090000169590006245706735365657247|20230728182446|41.50||KXEa4iNiwwYKCgfN9MmGiGi2d4PEJSLre7SmoOKR7PKpnKR7Srcjx6pGisqc8f3W+mW0a/NWrHpbXDFiGXRP78CfjI8h52v5BxfDjK+SK4/lMnNsP8QCp0JwsnWHLhZYScZr7Gv/b+nXOXxvXah5E5vkU+Xg3QDCSkeIviJ/3VUZsCjhtTn0liiLVI58WVAF+1Fd20J9o+UeB2Gt4D5qrVN3wKam0gnoI7a48a+S4kA0DCa/dXUeSNY5D71xXboWuJblQlvfg8UCKUBKDHZ6ZbVpGkymewrI1umzU39SJVsxEyapnPEOHey2lfgj6f/C+SHsiqYo99BJZOh33fAbLw==","","0","2023-08-12","01:46:24",""
