"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2023-08-10","20:11:11","Horário Padrão de Brasília","QR Code","35230834530638000156590010635550724094474377|20230809182219|71.25||hElaqjm5YrXdS2pRTZyolgrkCAe4m9nFUPbkC7XZ3t7GIqZnaUyYzNMOo6ezSEFQw7xCQov+3sZcac1X0doit3HwOpBTDAMU+ihIEaDGrQ7scmnyPzGIGjz6fTXP6G25TIv+1kxOqlIAWinc/LLmaUYnElxVga6na0ZyPeuZIPbJ5p2DkVl7UdHcGIfyL8xMaou/zDxWtvavlWPzRYcARancH+1IKhy/IzgL9aZ5GwThVJ4lmdPPgQje1nG5bjg6ZxoiE/rhbccayl5MgzGpX4LbQcY7eN8vly+DiNTN9iwnOlPzhJ+BZ1ynfNYfkBUmdCMqvaQaOJ1jBhlk6sObNQ==","","0","2023-08-10","23:11:11","{""ec"":""L""}"
"2023-08-10","21:28:55","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682395345727290|20230809170531|100.00||Pz5UnZZj3MiV7LO7W+jIISvi4cNvIkfrltCEhLJIxeqP+jWLy5f+UV1QRqUOfx7XNtmNy/XLiAkRLF5KVS7RJIQSWbL4dEyNGRZqOd4hZKh9F5sRnPM6f4NZp5q7p0Bj6/eueaRIZgzetJ9rqXbsrFwzt8hXppR0a07s1ganb6GDftv+K8Qa/dTfiK7Uv+SRjqCfaE1l9T/s+f6I1V7rKurMko62COrowBq3o9Xzm8a6zWLmKR+zK2b1CtOmyM88PIrMAX2HnBLWPYRdNt09/6OcVOuAafzl3lLp8SoGmLmME2hqXki1hodr3II3YeeS6srruYRyW+KdXUBWmH5kHw==","","0","2023-08-11","00:28:55",""
"2023-08-10","21:29:01","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682395338547185|20230809170513|170.00||L3fwE3jH+evXKkwpCRF6XDNb3lXqZ4Jw/2DxDXYSqzUICe7j304cv68Pxbda5n/Gi0iUuJWL6RVyAXVRGsW1RYGad5XUSr9jvuEVbBEqW0o3qG13r9tkWA5+V5dfKZ1cQcW6A5/W1uAO8+97TIVWWzN3kTVVebSqmg9vV3WkJvnso/eJddBlgoh2tK/CYt6xYXT2H88/rbzgIKxsRcDmdbprKJ+kl+kZjO1695lXKNaP+IO3GUeQYZN8L22dVnrbV3/0O1aYEeJ9SYp7uOmkYsXKndZ2nwRa6QOgFD4sjg+nu2a0Xfx+uF5gf+sY+znLBp3A93bcc4eRpK26wY6vkw==","","0","2023-08-11","00:29:01","{""ec"":""L""}"
"2023-08-10","21:29:12","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682395282568727|20230809164835|30.00||IWuv75MVzvj6yF/YrXOrwOqo5rpiUwOYcGY9B0XOE+nPV7TI8utxTpY7r3/TY+oq7RnnJASVCtZb4RbZyHFYar2YO6ZYXgM+Z+nELrFK2uIz9g0D59pRMk7VlglOU655do+J8CjNV4UqSwOlCFVI0jstpqe1NrGJgDXAsA5Ec5Xh4mWW4NKrjhthNBTbPjMGyJNkoreJ7prqRXnQW1nSMfLhUZh9w26ys/kKhLytglC0EuT+t/cw+4s0k+ycpbjHlO9zfJwY5UO4FeI5Mr/j4k6gUPCsczmXC56DzNEXqgti+rdfniGpDoV86WDASLQxmPSkRZLFcCJaG++Ll+RWtA==","","0","2023-08-11","00:29:12","{""ec"":""L""}"
"2023-08-10","21:29:21","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682395122022718|20230809162025|100.00||gaEqyaRIZ5A1C/PqOO7+jFzhLWYLEi3TQjI/pIkyiUNOzTkoH6YzQQF23Pae3aDhUZHy94cv8ElYGNeIldvalQDDlVzmn2LIsE2xDXqPpCTWlOQZHw8waEW0P2US8LUUvKSSZmzMfofcwFiSY0mG1PVmuJ2zMDLXkU4KDVz/eI05q78Rgw+xsJNKopblYiiNQLuv2d7Rhe1LEq/EI4VTXUCksMrHEDYJ/gOgBvoEcywqgNIIF3ioHGH8jgsofSGGKzeb8ZWAxs2l3Mx0pRO5ql31j0iZrxN+8ixGF68Qvzh/v7JLv4NvkznxRmq594aFs04ySIRBUBlU09vKYGnsRA==","","0","2023-08-11","00:29:21","{""ec"":""L""}"
"2023-08-10","21:29:37","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682394402644214|20230809134614|190.22||hrdARDefy0Lq321xaHIEAlskWJ252zfm7IIO/W8REk+frglvv4MU8+zlFzxS11zetsZhoDmU76BJcSuFuKd49bgHtQf70Sa0/m1/CJ7oVBtqd+VZEpRF6CxUeD6MHVvfYFVGbmr6DrQI4LeEWsxw2Z7A07lbo/IdXdjjsk5hTkfHNRrPfEPmjUSLtRG2wx823HVLajcNzGgz2If6Lj8+5xP2rGTLlsEgWyvGNqxltf6rc4wzMMEwPobeNFLH/1CKjWdLjQ5TFMfnPwbOhCPXbDLptE83lPKG/9V7NSlFeM1bu03ZubhKB6i3YmqFdRMYe67L0xHJjSO2wnp8eChf9g==","","0","2023-08-11","00:29:37","{""ec"":""L""}"
"2023-08-10","21:29:44","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682393223669010|20230809085335|100.00||LTSf3bgZ4QhMrVgi3Im360reYNxWxWVwOXZFnbPbf932g9t/vBUCG8DKs/2Z2bLcS5R09J+vKDI85D8NxGIfqpqiCEzslT6C66hbd4uOK0LtbDz/lLmIEHN/wvKQ3a0a6uJEhyEx+RTNZ24ewRfKYviPHjVqHRYJ3Jdo5WTrmhR9/O3vAZ3g8rMB3bVzmydnLnhCrZRn1c5PUJD04/Sx4xH7eKnJaDg2npmVqkRIlVjaDMVU2zi2L9zug/kuMIPFhYnGCmKXCZ/DSh+/6jO9lhxq6c5y+vbHCY9dZGWugy9CmHsX6A0hSuI2joyR4kx7OX+ADTxnCRBQZ4o1IA66rA==","","0","2023-08-11","00:29:44",""
"2023-08-10","21:29:56","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682393278789203|20230809090943|100.00||WrtgsDsDFSPKnwTRHVkq240VlAYYIsw/yS/8YE1vOxf3A6b/1HzntpP+MYCUqdj119UNApQpmDcTvcRkkNvGOGqTRZfpUb4SR5/VI+DsZuHT79zAj6ClaQOAg9mQjnMAj9h48p/jN1CulPh9V3xVnhezPQYfpXflLoHyhFRIT/3BlTqrod7s5raQ3TxPK6fjAuXEBZnFnjufqlGlx93siSapKi5AuK4Z/1V18A71Wa7PBSljhwA1+YkN5gBsXFC6+2urOP3ATMx7n/lmeaXwrCnozjyfHf4QzTdGiSG018QOzIkLIY9f6hsy4BIy+Hq1D70XqpT4j3oBcZNcDSUAKA==","","0","2023-08-11","00:29:56","{""ec"":""L""}"
"2023-08-10","21:30:03","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682392641923266|20230809061947|80.00||lciJqYSS0X7vsUSE8c/7C6QDmFpGAPz7RG2GViRqf0Cw/azPpXVEr8CS5et64b8Yng05LYFw3OEAijZthGQEJLiUXmfS6v3AJP/p2CeVToUSnMy3DNP6zQLWWzDYlrPaX6GyldrIXWCVHpE6g3ZwiQG/zREekmsyg36Qgi+6X8mY/ZHOwvsFIW6vDYNTwhYT5uaKGzEUr6qxvQaLuBSGKzULzteqx/cuKGsjOe9fQfcaRh3jIrluW8MfpzQq0S37TEHxpArBLwouOkroa4O/VA/8BI8piG/PEhNSFcSjw8Vk+jXJYdYSnbA/APe7CERClvxBvzzp1eqD7WqcUEkFlQ==","","0","2023-08-11","00:30:03","{""ec"":""L""}"
"2023-08-10","21:30:09","Horário Padrão de Brasília","QR Code","35230856598527000114590010140682393432935685|20230809094509|40.00||P2Rk8ocmoJKjrF+fY3+8P0k3FqY+VscVN7uNFKJxCW1Ux44W9DsrTRlblIHfy2hKN3WbzGWiVck61A6f70TvRQdgOUBGblZflvqjRSLFSAitHTsE+f1JC5G75GvrhW9D6tXtXbX78E+uf8qPElfTF3m39g8F5jcIORJc2E9qs6LCBNpTIghm70mzxhN0L4FrDhnGtwz907mf6YC7qOdQG4D5gyF1gN2TPJe8cgjqf6aH+/RRfIJR3KH7hHXKzFpTU8BNOCE89OMeIF8stLc5dyQoKNV5dVeHpG2frDgeWThVCjNmG4nLeLCj0CvqWA3HEa8HMbDstWBZKCY2pAdLlg==","","0","2023-08-11","00:30:09",""
