"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2023-05-14","20:55:26","Horário Padrão de Brasília","Code 128","0009623420985348879725","","0","2023-05-14","23:55:26",""
"2023-05-14","20:55:55","Horário Padrão de Brasília","QR Code","35230451832046000612590009623420984117769721|20230401163824|6.30|22007094800|LMSmRFxClDpPnkoVfAPV/vCXMaR78VLXW3RVkA3TGa5MPZGjporrBLeThKlt7GjPputq6ty5JH7PuqpwNa4339jQZKz2vX1d+xssupfeePFge7n5BclMLIuzBC9KnpmXtw6enhauRiBYN2Q4ms6A09bcCCARCwjLK/3Asd7JMfSv/FcrbcihpD1MM8QGm83OTtM4P2GiiMy9Dy7Tz+7b2Kv9oEd1W0KVvM6rju0gn9rsc4ZG6BlV85eqcEdft+1x77QIyT0yh2KjT3W0qWdyTryFONagyWoxn5GObsZxvmTTw/NbaBfBJ3akp2vdbSgUwpjmKCCxy/etKp6jBlSkMA==","","0","2023-05-14","23:55:55",""
"2023-05-14","20:56:06","Horário Padrão de Brasília","Code 128","0009623420984054499560","","0","2023-05-14","23:56:06",""
"2023-05-14","20:56:17","Horário Padrão de Brasília","QR Code","35230451832046000612590009623420988794684534|20230405083117|6.50||JOrFkl3T/MxxUlIgVgaGB5zK/tzmCCN8blKC7pp4g2QIVkZdGPAxhL96O8E62N5s3iD0yD2vpMGZtQN7eOdgGdjQK+5edYCFp+pMlQkNnvxqD8SEA0GWTjM/wkHDnYrZrVX8FWDSfzO83WwslsXxin9KDGy4Bb7dF8KC0YD8QOte5IHof9NiGSY7PsIEfhe3BrhFqxZGbKCXrG/lKdxpu8A8+C6qA7ir+WXpo+RQW/uLJum6PbNGrQV4n+oDYb6udSAshiPiVX9nYzox2T3DkQd4MewXTNdDY8eHcEQ7lfjRjofkY671nI1LjvImuUeILF7dcVzVhMMt9YiG+Hu6WQ==","","0","2023-05-14","23:56:17",""
"2023-05-14","20:56:37","Horário Padrão de Brasília","QR Code","35230451832046000612590009623420992680720564|20230407160406|4.50||y94VqcDE5xt493UwufIGL4F+1NgL957zeIAqUnjwTS6X/lFaw7liCARnsWctoDDX+G1XJra0ptEDYtrRJ9ATS4ANwEkcVzwEyXD/b84825JX/JkzKaDUFb3lJpiH3v4ZU2/A7e7NtI3++2EHlC/JXV0fHh3Yk+Fi0O2Mvp9j5Nylp9EPKOn46JzDShSNQxqgcBZgyvKVEhbL1a+uJCHDVpQml3soHIu5NN7wM8nyScuy9B1neiLB2w9f7MAN6nNI+Pq4Fc3he+mWdll+doAb2b93gyFsNOy8bkk1LbmWY/Jl3oCHN6It4AChcESWFiOGrfVPi7C0QbDt3Erc6mTTAw==","","0","2023-05-14","23:56:37",""
"2023-05-14","20:56:49","Horário Padrão de Brasília","QR Code","35230451832046000612590009623420986532724389|20230403144725|6.15||nw2S26fUeFvTyEWqEGGbFFdDlU4FPm9uo/MEdve6tH2EBoFNX4zbOgcm4/vFmQLSnJ8+VFJANGzhnuXeJ+yASwzPLvmczsBO74dt5qVJUHIuNp/IQz+sl73CczLPmpsq5DKNwmz+EPVfHTLzG3ASroEpFS1jPJ7xYxdo8vzMyt1DylL5cE3pU088WgZaDAXasRW72teBRJTDryC34wQkrq+O7tz8msYgu7ezZGxKkLF17XfiAX1naEjH3kWgCAWJ5L7mtTX9clcTwfGPkyCjVx2CfKyOcMw9jrSNNqLm7H/YvfSHckVBcokETOs65PT9KdtiJZ1qs7e3bGjFMGMEwA==","","0","2023-05-14","23:56:49",""
"2023-05-14","20:57:00","Horário Padrão de Brasília","QR Code","35230451832046000612590009623410254587312107|20230403111611|6.00||g5ZOXTav+SON9jDs4aXOC25RGVKkf7LEJXDdmw5ih0/DBvD8mkQGvziK+51LWCT0QAWJ5TsrxrN6KafCOBzltpMxQUk4YYZHcWb6MxqaSCD/rQ29oFev8I+6BJGrlPROkE9G4g/UbKE63b5UP2ZauH3dfNZnvvhL63b2Mr8RrOiM5LK3rA/Kc1fxOsVlfSnjcYkLxavxl4yLD7rCn14vx9ubny+Mbk7ZrcY0JIRWy2i1Pvu57AGawcvDDm7WDzuhdsn7ANeCzldngihvY0fpbTLZEPdfwoUitVmWxrKJMoePxaen/hNsCgmdufeBH8dSMTfso5Z13t3/FBxr3iqwPw==","","0","2023-05-14","23:57:00",""
"2023-05-14","20:57:20","Horário Padrão de Brasília","QR Code","https://www.nfce.fazenda.sp.gov.br/qrcode?p=35230421656011000102650410000939351124322009|2|1|2|CFE4BC009304D42D89A4FC1B1F6AFF6094E8B854","","0","2023-05-14","23:57:20",""
"2023-05-14","20:57:31","Horário Padrão de Brasília","QR Code","35230451832046000612590009623410254850442479|20230403171930|6.50||qimQyJYX6vi0iFapuRg5SJxycBl9J75dSz+JsBvMbp2VsfpN8y7+2mkGw9oCHx5lDB8am9vEm3QoPq8udJA/8YjxAymY3mx0FrJtiWSU5QCH8xxP0xixz0lVBLucx6jQMrIUK5ZAEpdo0zsfZL0u13cr1BdNJ6iP7KDWMoTM7lzmmxz4Cu7R3ZEZb5p4rsLzcP72rFnfDyz4dXTM+bi9/pFOv3rv4qbq5Jx7JYIbos4WoUmUkPYzPrRbdmOpZQBiRo/0GI1GS6wcprrgIyUKGz6J7yTS69cklKzJACr9sk9ZNqEqCFM2EEI8KhiMl/+ZJG/ag4Vvy1CF5pko8W9Gvw==","","0","2023-05-14","23:57:31",""
"2023-05-14","20:58:00","Horário Padrão de Brasília","QR Code","35230451832046000612590009623410255820348600|20230407124704|29.90||suXngJwUpPOewMFYSu+fo46sEmWAZIHU39y23twPkZfKabq6T7B7Kq7Zj4UYBcyeLyAaTvO+e247GWM/zws/8nu4UatVoNLpECEOQ2w5cmA/0BqcXam5bdj+rtbBhX0eObG1lRdvWyCdt+aSp4WFyLxXVHko6pi51L5aXtW+2Wbarrv44c6rs5vzhLBiHlkNky4T6/bQKfYtco1bEyqA9t8Pu1zRGBvKz7YI3aadzLG68V9bQ4dnC+tZIAPzVlWRyxrsur5cD7a+5HqQJ9U0ywpXXed9/WDqGu+3IKT3YZg4ReWwCN4kPNMz8Ng67/11XvqRckefd7ztVFGnI3Ck1w==","","0","2023-05-14","23:58:00",""
