"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2024-02-20","23:08:24","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531062427527661|20240211202100|8.99||PJbCtaqi9RpMf1Y9M342Kqq1RL6afqW5","","0","2024-02-21","02:08:24",""
"2024-02-20","23:08:49","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037253356025|20240204213421|15.00||xbgoj1bVTdPV8A3Fja9kw9","","0","2024-02-21","02:08:49",""
"2024-02-20","23:08:57","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037211747050|20240204212809|7.80||aGzKjATEYPfgNfMouPOuLqjd7Luc","","0","2024-02-21","02:08:57",""
"2024-02-20","23:09:02","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037194569463|20240204211216|71.21||N7pHvgHOx8c","","0","2024-02-21","02:09:02",""
"2024-02-20","23:09:27","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037130534111|20240204210751|20.00||ndEbh0R7qmm/bV75p2OcTLiC","","0","2024-02-21","02:09:27",""
"2024-02-20","23:09:34","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037126844594|20240204210346|16.00||Z58uPxycme","","0","2024-02-21","02:09:34",""
"2024-02-20","23:09:40","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037116545314|20240204210123|6.25||tEXq4GkDys1nW/WjPSRjKujK0pcYBimuNVcV1","","0","2024-02-21","02:09:40",""
"2024-02-20","23:09:44","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037107609224|20240204205021|14.00||NaYd4n2R9umo6sFCy1bwRZDuU6Gn4AiRzetbm","","0","2024-02-21","02:09:44",""
"2024-02-20","23:09:50","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037047604965|20240204201906|101.00||GPQPZ0BDXYHDGQvyGbr9v5xjleteSmPthuu5FsLa3TcevA8","","0","2024-02-21","02:09:50",""
"2024-02-20","23:09:58","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531037019098244|20240204201038|2.49||pRJcVIEDz8Z0oxlU7ojtFAX6dh8KMJUIEOKgkrlhzwvAYW28mAkvJNMbjFY285Aimhy","","0","2024-02-21","02:09:58",""
"2024-02-20","23:10:04","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531036990895044|20240204200900|4.98||PrY9W5M8Cc4tA4Hilp/TfY","","0","2024-02-21","02:10:04",""
"2024-02-20","23:10:09","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531036957631548|20240204200238|14.00||U03tJ32ftmv","","0","2024-02-21","02:10:09",""
"2024-02-20","23:10:15","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531036919875095|20240204195845|40.44||DQVe1btWSBo69Tnn","","0","2024-02-21","02:10:15",""
"2024-02-20","23:10:21","Horário Padrão de Brasília","QR Code","35240243017003000140590011359531036903288411|20240204195650|5.99||ClRkBtoe0wYeoG8XNOZH/pdWZc5B68nXWhdCD3hQBiBoorge/9p6Sl5NCrdcNGfvTK4Bs9ZxoOVVpKmeihc41JmXpAvAb/PekWQWvvDrNoukwb5eroaB","","0","2024-02-21","02:10:21",""
