"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2024-03-06","22:06:15","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633999919149910|20240222192035|65.06||eP4LDdPBubwW3SQdgIcqEAZRELUwccvtk69A9wdUMSyWW1maf6lzFvDKi49pY54Vm6JgH0vXN6aISniu9j+R+O5lrfWbuZxwGqhT70E4SQIFsx1Uhl5dfr2gzskIBOG9COeFmXD38wPSAObMt5foV67z+ckKHQcl6lPSdj0DdImNmIQa/5yfDZjVmhCwJgKNwJYmFdTqeido3gTwFDoww51q90FuHjvOzqFm0dAtzQUn1oTw5qpI/B5iWQIgqXTcDaJ0dPKAaq3IzOB8Jjhh1yYZo3LOdICxRXXOH65oa74IUfBTsLVQL3q0iJVO/wcOKUotmz1DX8jbOhKvRxyjeQ==","","0","2024-03-07","01:06:15",""
"2024-03-06","22:06:27","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633999826171184|20240222185810|8.80||I3fDuZLKH6t5Swz5SeyOJkc27xiNJwjmfWXrRpGHzlSkSogR4A8XgIX+DuNnaWffo8gjcvLHDkKlggdaWFrzbK+AGPTlmLxKR/VY2M5wTJKXl8cQSVkmFXOHIfoVNVinhYxCguoPGTTsrrAgwr+VAmTfP0mZmfOJt3PHHwDEayqdyLcV1nbAW54hXPfEdSG372HZiU3z9VySi4+bRNo7d0vpCDa+Tn98Z7CnXLA0O+3ABonhG5AuohhoXq/H2WYajNzvK1A0W6qzW3xiwMsfiOj4kCfXAQZSlC1lEbJ3Eg2bUXyojwEjoHrOF6RZsgc/grMqyaHVghWhSS7kL3uRog==","","0","2024-03-07","01:06:27",""
"2024-03-06","22:06:57","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633999656041307|20240222182324|83.01||GlG1y5DWiJV87Qy77/w2NFFQSPBCSgzdskIpUaGklBOSMTEZQcOdWP2oNkywCDrAltmxkqkH8jYthvbXflxFuHm2xGv7++gTzzV5N7sN2tF4JuN7gXo9PuFiwWMMhPmXt5+P8v/kfn2ToyI9iX8JaxonbLPGa9zpXVd1g8Msv2vCREsH2euCbqBQqLj6eVabONAHIAqCkiJduCCgDAukn0zh+jKgKxNsxrujiSmrht1uJBr/mKnwYujUyJbAa/jIz7dqF+GHhDW+uTi95uobKNwi/b/WlY8cqpdJbJU/dVFIBAEd0ZAiI1YUfFO8PUuTRiml9M5R6iCV1/5uyNOySg==","","0","2024-03-07","01:06:57",""
"2024-03-06","22:07:09","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633999381994198|20240222173359|4.99||U1CtVbb+Viy3iY1SV2Lc/S+xlUEh6U7gtqzrH2XJK+2Lhq0DNhCZldBp5NxK/R1RPPP4lYZPwK77b0mSptgA4/4CS6UZBeWV6CEYNrdlr3qzpff7MNGr3X9p+56MY+ionpENj6sSLmKzFhOd1Aut8Oj4vpRiV5WsBiLrJwaFsIHe3+KfZWneKqD5NuVubTYo2IlOaaiKNYs3jwyAkkLrvuWP9UdO91RHA3a4b/L7dCyi1Cz4FaA7Gd09lRzTB8gzATRt/ESEUu260izFuZkB5isJaBKPDNT8FKJcxL1NaMTSxnjkVqr/AeeqgX3AtKWEyJDmtZUv75mU+vXttqmYLQ==","","0","2024-03-07","01:07:09",""
"2024-03-06","22:07:24","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633999092146074|20240222163621|43.71||FYjrsWuIlZ6NR8lKX4SsNs3NAGvrhGv9az9eLbRV/mH0NUCkMjJ1uYFAckWmybxDTEpQvXSjmyLJxYdH2ZOyU8EKfr1h980HseV2EbfRFirU0R1gDqDDyhUjgh5GMpMpTDOgBTKQ+BanjlPNfQuyMzlH0kYjf5T43S2x6q8DzDAP3RHz+0tNGTo8On6rWqTPlTV0Zcqlq8y8zkFC+DryfP27/T94Kjkc8va8eXzkJMpGv5fXL7L1VQjLC5ayKV//Miefm8JJ4ojhahxpMjU/lj7RNzs3Jdi0hzyWegp2dhrR5A1fHVedmEoQHuTQs/uB4qXRXU3PwfWGADcOth/4yQ==","","0","2024-03-07","01:07:24",""
"2024-03-06","22:07:43","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633998874891215|20240222135023|8.88||Or7BFCJkqIKaidumX1Oztnx3gRSxvyT6GDoRcayyn2E0/2D3tmJet2eBfPgcI3C3+KTkLr/4S3t7eF2QUuW5xqXLbO0CWWtsgxEeqmrk4d+TvHe/+i5AXEeAFiG6H4bO+ZrkDTH9ZnjGVap0v2DxL9KnBpUKn034bJljuZsi7d3kkK+EY3LdrQXAAvL/7bXlTk3pBTgZBIyP7qslyXtMcVLErIDqV2ukdWSF4AU6C8Hh7GUAQyhfPMRGgZc469Hiq8tQdMthAKJCRXjwUtpWty2VYRonqaALqeL1uc8tHQty/pmWU8bBRQTA0GIvuwhUxJJPPp/ZDtgSavCJLSQpqw==","","0","2024-03-07","01:07:43",""
"2024-03-06","22:07:57","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633998717259163|20240222131813|10.95||FHkozrBcw89EZhYalichOCVxeDNDEgTtIOweGgF2XB5e1oRHZ2RaDQpLFWsqIPKBOZOQ6bTUDwAKlxpYG4GY2RDouBIqmqC24ydYLYL9rsS6WxK6FAkOJbYUOaplLM1GxY8VyZfq1iLxu7bEPdkkLN7+HlMDMsh2ZQdlYlXC1CoSUkHyvOapXYnt6wi94YjebQTc8P1yNJXWwsBXfefjZn8pwa0kXCmOxccndVFg7zpO2Ofj7s7t32SAAMKfP4lvhi45pHw4MrIhi9Qzj2vUsUJ4bm3k6ua3/75N11ythJWm7L58whIcBu7InprXqKrrC9dHBPXt3xrekvEm2rTxJw==","","0","2024-03-07","01:07:57",""
"2024-03-06","22:08:05","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633998708175378|20240222131619|4.77||FToiC5k443dJzmEIW+JMyw/rcdbIN5eyAGO0P8GOAuaN7qKAMjyjKsjDwdW3R8Pi67nfOtv4lxJrkCcT9aaV4totecwVIxZNrEr3pTT/ZWUilnVu/s6m6pgA1wmjiRYmNzECU6HZ88TWzZ3ucsPQSvNR0ZcdZvRq56CKJrWfEPfh+qT8Q01Or7GtHp1vT9J8nMnA205kmihZuFW6XQNq1MlIlYrPoccVpVzoDiCvBxgnKGLt8llaV4Q7q1iwirEBYNOUnnxVrm+ISXe34ReS9s6lOF7a8+4+5YFVixC8NPMt5sDrUI31gE7FCMxJ0+6zZLgQ2+3I7bIt4PW3sotzDg==","","0","2024-03-07","01:08:05",""
"2024-03-06","22:08:30","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633998554774692|20240222124511|6.79||oQ75YDztIieTCEHWYsj00mMePqn27SNn0mqyJa9ttmjIGn+5llBwMhQyIydOwun4ajmKFPvMreBBACytW2oMBX2B9guhT07Ji4PlBuYmgA1wkuIYlC7SnBp8oiMysSQg/VC13vSRnJlD9es3exnLmWN37gSiYM+sQ9QXW2RFeea2Iq7DUIlQatNabQXPdvb/qeNq7sDcEtLXg6/teHAY85pBnaPKu9cgJKOgWYL+SSnVZ4gPkxiCgEoNRnF/JyD2h7jCVCmonih0W8Jc7aGMbp9YlsGpg1TlxpwBMkUIZsdmoh7t1+V8UYlqVFjM2FSjGFmskBSJ32RxO9XyjbdBNg==","","0","2024-03-07","01:08:30",""
"2024-03-06","22:08:38","Horário Padrão de Brasília","QR Code","35240203618178000199590004729633998506116850|20240222122757|45.06||p1/f8N+ZIudizxBdWpfTeU44TdxQJvWF2ze8NJSJPBqlYBK4OhVvXrhcXRxLyyn+YVc5FthZOyLbzjaRPIUrd/3SzjlPVE8iad8do0uMYWvp5gdLsc5B4uZXFo21AXYoh2ZK8LOmK4EFkMD3yVMq+/6s2BxrxSeJMGkTuJ9oNWWxPL5DD03PHzL/YtkFwBJytBBRhzJlphUSJm8WrETwYOfKj9O2WpF/yscZbFLpkS2xLnRBP+/9JqEk4FceqSNLChiD05w/09vovvI7Ki/anLfC7+vx2ed+22voK6Lzhe+bNNl1v3ijJ+QPBzh3nhPrGlcgtZqiJAgnOl4NaO4NxA==","","0","2024-03-07","01:08:38",""
